XCen,YCen,Depth
423927.000,564935.000,0.011
423927.000,564939.000,0.011
423927.000,564943.000,0.011
423927.000,564947.000,0.011
423927.000,564951.000,0.011
423927.000,564955.000,0.012
423927.000,564959.000,0.012
423927.000,564963.000,0.012
423927.000,564967.000,0.013
423927.000,564971.000,0.013
423927.000,564975.000,0.014
423927.000,564979.000,0.014
423927.000,564983.000,0.014
423927.000,564987.000,0.014
423927.000,564991.000,0.015
423927.000,564995.000,0.015
423927.000,564999.000,0.015
423927.000,565003.000,0.015
423927.000,565007.000,0.015
423927.000,565011.000,0.015
423927.000,565015.000,0.015
423927.000,565019.000,0.015
423927.000,565023.000,0.015
423927.000,565027.000,0.012
423927.000,565031.000,0.015
423927.000,565035.000,0.019
423927.000,565039.000,0.027
423927.000,565043.000,0.039
423927.000,565047.000,0.028
423927.000,565051.000,0.033
423927.000,565055.000,0.017
423927.000,565059.000,0.018
423927.000,565063.000,0.021
423927.000,565067.000,0.024
423927.000,565071.000,0.026
423927.000,565075.000,0.015
423927.000,565079.000,0.010
423927.000,565083.000,0.020
423927.000,565087.000,0.028
423927.000,565091.000,0.025
423927.000,565095.000,0.010
423927.000,565099.000,0.006
423927.000,565103.000,0.005
423927.000,565107.000,0.005
423927.000,565111.000,0.005
423927.000,565115.000,0.005
423927.000,565119.000,0.005
423927.000,565123.000,0.010
423927.000,565127.000,0.007
423927.000,565131.000,0.005
423927.000,565135.000,0.008
423927.000,565139.000,0.010
423927.000,565143.000,0.003
423927.000,565147.000,0.003
423927.000,565151.000,0.004
423927.000,565155.000,0.005
423927.000,565159.000,0.005
423927.000,565163.000,0.005
423927.000,565167.000,0.012
423927.000,565171.000,0.062
423927.000,565175.000,0.065
423927.000,565179.000,0.008
423927.000,565183.000,0.004
423927.000,565187.000,0.003
423927.000,565191.000,0.003
423927.000,565195.000,0.002
423927.000,565199.000,0.003
423927.000,565203.000,0.006
423927.000,565207.000,0.005
423927.000,565211.000,0.005
423927.000,565215.000,0.007
423927.000,565219.000,0.002
423927.000,565223.000,0.008
423927.000,565227.000,0.005
423927.000,565231.000,0.005
423927.000,565235.000,0.005
423927.000,565239.000,0.005
423927.000,565243.000,0.006
423927.000,565247.000,0.007
423927.000,565251.000,0.007
423927.000,565255.000,0.008
423927.000,565259.000,0.008
423927.000,565263.000,0.005
423927.000,565267.000,0.005
423927.000,565271.000,0.003
423927.000,565275.000,0.008
423927.000,565279.000,0.005
423927.000,565283.000,0.007
423927.000,565287.000,0.006
423927.000,565291.000,0.005
423927.000,565295.000,0.009
423927.000,565299.000,0.004
423927.000,565303.000,0.005
423927.000,565307.000,0.006
423927.000,565311.000,0.006
423927.000,565315.000,0.007
423927.000,565319.000,0.008
423927.000,565323.000,0.008
423927.000,565327.000,0.008
423927.000,565331.000,0.009
423927.000,565335.000,0.009
423927.000,565339.000,0.010
423927.000,565343.000,0.010
423927.000,565347.000,0.010
423927.000,565351.000,0.015
423927.000,565355.000,0.011
423927.000,565359.000,0.016
423927.000,565363.000,0.004
423927.000,565367.000,0.006
423927.000,565371.000,0.007
423927.000,565375.000,0.007
423927.000,565379.000,0.007
423927.000,565383.000,0.006
423927.000,565387.000,0.006
423927.000,565391.000,0.006
423927.000,565395.000,0.006
423927.000,565399.000,0.006
423927.000,565403.000,0.006
423927.000,565407.000,0.006
423927.000,565411.000,0.006
423927.000,565415.000,0.007
423927.000,565419.000,0.007
423927.000,565423.000,0.008
423927.000,565427.000,0.022
423927.000,565431.000,0.118
423927.000,565435.000,0.154
423927.000,565439.000,0.108
423927.000,565443.000,0.001
423927.000,565447.000,0.039
423927.000,565451.000,0.016
423927.000,565455.000,0.002
423927.000,565459.000,0.005
423927.000,565463.000,0.007
423927.000,565467.000,0.008
423927.000,565471.000,0.035
423927.000,565475.000,0.084
423927.000,565479.000,0.002
423927.000,565483.000,0.001
423927.000,565503.000,0.001
423927.000,565507.000,0.058
423927.000,565511.000,0.047
423927.000,565527.000,0.077
423927.000,565531.000,0.048
