OBJECTID,os_topo_to,os_topo_ve,bha_proces,tileref,abshmin,absh2,abshmax,relh2,relhmax,bha_conf,layer,path,UID,area,Type
9335,osgb1000030082234,4,00:00.0,NZ2065,67.2,72.1,74.6,4.9,7.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,53,Residential
9349,osgb1000002310398256,2,00:00.0,NZ2065,70.2,74.6,76.9,4.4,6.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+15,28,Residential
9355,osgb1000030082274,3,00:00.0,NZ2065,66.1,72.9,77.1,6.8,11,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,85,Residential
9358,osgb5000005235312248,1,00:00.0,NZ2065,66.3,90.7,94.6,24.4,28.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,932,Residential
9411,osgb1000030048922,2,00:00.0,NZ2065,70.4,72.6,72.8,2.2,2.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,17,Residential
9412,osgb1000030081970,2,00:00.0,NZ2065,68.3,73.8,76.3,5.5,8,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,36,Residential
9421,osgb1000030049210,5,00:00.0,NZ2065,67.4,70.9,73.8,3.5,6.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,16,Residential
9430,osgb1000030081967,2,00:00.0,NZ2065,69.4,80.5,80.9,11.1,11.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,3,Residential
9455,osgb1000030049484,3,00:00.0,NZ2065,68.4,76.1,79.2,7.7,10.8,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,71,Residential
9467,osgb1000030048899,2,00:00.0,NZ2065,70.6,73.1,73.2,2.5,2.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,17,Residential
9470,osgb1000030048938,3,00:00.0,NZ2065,70.2,77.9,79.7,7.7,9.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,72,Residential
9486,osgb1000030049140,4,00:00.0,NZ2065,68.1,73.8,78.1,5.7,10,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,85,Residential
9498,osgb1000030048886,3,00:00.0,NZ2065,70.5,79.9,82.5,9.4,12,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,84,Residential
9519,osgb1000030049489,2,00:00.0,NZ2065,67.1,71.1,74.7,4,7.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,33,Residential
9521,osgb1000030081954,3,00:00.0,NZ2065,69.2,79.7,81.8,10.5,12.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,26,Residential
9541,osgb1000030049146,5,00:00.0,NZ2065,68,71.1,73.1,3.1,5.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,85,Residential
9578,osgb1000030049139,4,00:00.0,NZ2065,68.2,74.9,78.5,6.7,10.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,78,Residential
9601,osgb5000005238986895,1,00:00.0,NZ2065,63.7,73,73.8,9.3,10.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,233,Residential
9607,osgb1000030049143,2,00:00.0,NZ2065,68.7,76.4,79.1,7.7,10.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,412,Residential
9608,osgb1000030049201,4,00:00.0,NZ2065,69.8,75.1,77.2,5.3,7.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,50,Residential
9614,osgb1000030049138,4,00:00.0,NZ2065,68.3,74.6,79,6.3,10.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,69,Residential
9622,osgb1000030081962,2,00:00.0,NZ2065,68.6,73.9,75.7,5.3,7.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,28,Residential
9630,osgb5000005205279461,1,00:00.0,NZ2065,67.5,72.9,74.7,5.4,7.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,50,Residential
9639,osgb1000030082230,6,00:00.0,NZ2065,68.2,73.6,75.8,5.4,7.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,31,Residential
9648,osgb1000030082276,3,00:00.0,NZ2065,65.8,72.5,77,6.7,11.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,88,Residential
9658,osgb1000030049488,4,00:00.0,NZ2065,67.1,74.9,78.5,7.8,11.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,98,Residential
9680,osgb1000030082245,2,00:00.0,NZ2065,67.7,73.3,75.6,5.6,7.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,29,Residential
9687,osgb5000005205280905,1,00:00.0,NZ2065,70.4,73.4,74.4,3,4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,20,Residential
9756,osgb1000030082002,2,00:00.0,NZ2065,69.6,79.3,82.7,9.7,13.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,23,Residential
6435,osgb1000030082342,3,00:00.0,NZ2065,60.3,68.8,71.8,8.5,11.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,162,Residential
6454,osgb1000030082326,2,00:00.0,NZ2065,61.8,70.3,74.6,8.5,12.8,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,73,Residential
6479,osgb1000030082329,2,00:00.0,NZ2065,62,70.3,75.1,8.3,13.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,68,Residential
6503,osgb1000030082306,3,00:00.0,NZ2065,64.3,75.1,78,10.8,13.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,76,Residential
6511,osgb1000030082327,2,00:00.0,NZ2065,61.9,70.4,74.1,8.5,12.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,72,Residential
6518,osgb1000030082299,3,00:00.0,NZ2065,62.4,66.7,67.4,4.3,5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,26,Residential
6532,osgb1000030082303,3,00:00.0,NZ2065,64.6,70,70.8,5.4,6.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,56,Residential
6534,osgb1000030082262,4,00:00.0,NZ2065,66.1,74.6,82.1,8.5,16,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,104,Residential
6541,osgb1000030082281,4,00:00.0,NZ2065,65.1,72.9,74.5,7.8,9.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,28,Residential
6673,osgb1000030082286,4,00:00.0,NZ2065,64.8,73.1,75.8,8.3,11,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,52,Residential
6782,osgb1000030082339,2,00:00.0,NZ2065,60.7,70.3,72,9.6,11.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,133,Residential
6843,osgb1000030082290,6,00:00.0,NZ2065,64.1,72.8,77.8,8.7,13.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,83,Residential
6910,osgb1000030082336,3,00:00.0,NZ2065,61.2,69.8,73.6,8.6,12.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,74,Residential
6979,osgb5000005205280254,1,00:00.0,NZ2065,59,61.4,63,2.4,4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,9,Residential
7002,osgb1000030082350,3,00:00.0,NZ2065,58.8,68.2,74.9,9.4,16.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,88,Residential
7014,osgb1000030082265,5,00:00.0,NZ2065,66.4,76.1,81.1,9.7,14.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,101,Residential
7025,osgb1000030082006,6,00:00.0,NZ2065,66.5,76.9,81.5,10.4,15,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,85,Residential
7035,osgb1000030082308,3,00:00.0,NZ2065,64,71.8,74.3,7.8,10.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,75,Residential
7160,osgb1000030082311,4,00:00.0,NZ2065,63.2,72.3,76.4,9.1,13.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,196,Residential
7256,osgb5000005205280191,1,00:00.0,NZ2065,58,61.2,61.5,3.2,3.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,18,Residential
7270,osgb1000030082351,5,00:00.0,NZ2065,58.6,71.2,75,12.6,16.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,121,Residential
7297,osgb1000030082305,3,00:00.0,NZ2065,64.5,75,78.6,10.5,14.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,120,Residential
7340,osgb1000030082263,2,00:00.0,NZ2065,66.3,77.3,81.8,11,15.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,88,Residential
7379,osgb1000030082333,3,00:00.0,NZ2065,61.4,69.9,72.5,8.5,11.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,76,Residential
7398,osgb1000030082328,2,00:00.0,NZ2065,62,70.3,74.8,8.3,12.8,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,90,Residential
7423,osgb1000030082279,6,00:00.0,NZ2065,65.1,72.6,75.9,7.5,10.8,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,170,Residential
7446,osgb1000030082296,4,00:00.0,NZ2065,62.9,73.2,75.3,10.3,12.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,74,Residential
7477,osgb1000030082313,4,00:00.0,NZ2065,61.9,71.4,76.5,9.5,14.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,136,Residential
7495,osgb1000030082453,3,00:00.0,NZ2065,60.8,71.4,74,10.6,13.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,89,Residential
7496,osgb1000030082347,3,00:00.0,NZ2065,59,68.4,75.1,9.4,16.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,128,Residential
7556,osgb1000030082310,2,00:00.0,NZ2065,63.8,71.6,74.8,7.8,11,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,73,Residential
7566,osgb1000030082334,3,00:00.0,NZ2065,61.2,69.7,73.2,8.5,12,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,81,Residential
7609,osgb1000030082287,5,00:00.0,NZ2065,64.4,73.1,76.4,8.7,12,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,85,Residential
7665,osgb1000030082292,5,00:00.0,NZ2065,63.8,72.8,77.7,9,13.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,87,Residential
7702,osgb1000030082316,2,00:00.0,NZ2065,61.3,72.8,75.6,11.5,14.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,88,Residential
7721,osgb1000030082261,2,00:00.0,NZ2065,66.1,77.8,81.5,11.7,15.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,87,Residential
7749,osgb1000030082266,5,00:00.0,NZ2065,66.6,76.9,80.9,10.3,14.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,101,Residential
7786,osgb1000030082344,4,00:00.0,NZ2065,59.3,71.1,76.4,11.8,17.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,295,Residential
7834,osgb1000030082479,3,00:00.0,NZ2065,62.5,68.3,69.7,5.8,7.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,36,Residential
7842,osgb1000030082297,5,00:00.0,NZ2065,62.7,71.8,75.4,9.1,12.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,83,Residential
7871,osgb1000030082325,2,00:00.0,NZ2065,59.7,70.9,73.9,11.2,14.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,112,Residential
7899,osgb1000030082293,7,00:00.0,NZ2065,63.6,72.7,76.8,9.1,13.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,101,Residential
7951,osgb1000030082330,2,00:00.0,NZ2065,61.9,70.5,74.2,8.6,12.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,87,Residential
8014,osgb1000030082324,2,00:00.0,NZ2065,59.9,71.1,74.2,11.2,14.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,93,Residential
8045,osgb5000005205279676,1,00:00.0,NZ2065,64.6,65.8,69.6,1.2,5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,25,Residential
8094,osgb1000030082337,3,00:00.0,NZ2065,61.3,69.8,73.6,8.5,12.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,73,Residential
8104,osgb1000030082260,3,00:00.0,NZ2065,66,77.8,81.5,11.8,15.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,467,Residential
8177,osgb1000030082335,3,00:00.0,NZ2065,61.1,69.8,73.5,8.7,12.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,63,Residential
8246,osgb1000030082320,3,00:00.0,NZ2065,60.6,71.2,75.1,10.6,14.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,91,Residential
8252,osgb1000030082294,5,00:00.0,NZ2065,63.2,71.6,76.9,8.4,13.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,206,Residential
8322,osgb1000030082321,3,00:00.0,NZ2065,60.4,71.4,74,11,13.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,91,Residential
8390,osgb1000030082282,5,00:00.0,NZ2065,64.9,71.3,74.3,6.4,9.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,35,Residential
8391,osgb1000030082343,3,00:00.0,NZ2065,60,66.3,74,6.3,14,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,121,Residential
8502,osgb1000030082346,2,00:00.0,NZ2065,59.1,70.6,75.3,11.5,16.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,128,Residential
8621,osgb1000030082295,5,00:00.0,NZ2065,63.1,71.8,75.3,8.7,12.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,80,Residential
8758,osgb1000030082314,3,00:00.0,NZ2065,61.8,72.9,76.2,11.1,14.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,87,Residential
8761,osgb1000030082332,3,00:00.0,NZ2065,61.5,69.8,73.8,8.3,12.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,70,Residential
8822,osgb1000030082323,3,00:00.0,NZ2065,60,71.1,74,11.1,14,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,91,Residential
8878,osgb1000030082322,2,00:00.0,NZ2065,60.2,71.2,75.1,11,14.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,96,Residential
8889,osgb1000030082280,6,00:00.0,NZ2065,65.1,71.1,74.4,6,9.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,60,Residential
