OBJECTID,os_topo_to,os_topo_ve,bha_proces,tileref,abshmin,absh2,abshmax,relh2,relhmax,bha_conf,layer,path,UID,area,Type
8906,osgb1000030082318,4,00:00.0,NZ2065,61.1,72.8,77.2,11.7,16.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,104,Residential
8922,osgb5000005205279789,1,00:00.0,NZ2065,64.4,66.8,68.4,2.4,4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,22,Residential
8996,osgb1000030082349,5,00:00.0,NZ2065,59.1,62.1,62.3,3,3.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,29,Residential
9036,osgb1000030082298,4,00:00.0,NZ2065,62.5,71.5,75.4,9,12.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,106,Residential
9048,osgb1000030082288,5,00:00.0,NZ2065,64.4,72.7,77.9,8.3,13.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,98,Residential
9073,osgb1000030082331,4,00:00.0,NZ2065,62.2,69.1,73.6,6.9,11.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,114,Residential
9188,osgb1000030082317,2,00:00.0,NZ2065,61.2,72.7,76.8,11.5,15.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,96,Residential
9204,osgb1000030082312,2,00:00.0,NZ2065,62.4,73.7,77.9,11.3,15.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,167,Residential
9296,osgb1000030082345,2,00:00.0,NZ2065,59.7,70.7,72.5,11,12.8,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,14,Residential
9298,osgb1000030082315,3,00:00.0,NZ2065,61.5,72.7,76.5,11.2,15,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,96,Residential
9324,osgb1000030082341,3,00:00.0,NZ2065,60.7,71.1,72.1,10.4,11.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,120,Residential
9360,osgb1000030082268,4,00:00.0,NZ2065,66.8,69.6,70.1,2.8,3.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,18,Residential
9402,osgb1000030082285,4,00:00.0,NZ2065,65,73.7,75.1,8.7,10.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,51,Residential
9413,osgb1000030082309,2,00:00.0,NZ2065,63.8,72.3,74.8,8.5,11,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,78,Residential
9422,osgb1000030082291,5,00:00.0,NZ2065,63.9,72.9,77.9,9,14,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,96,Residential
9458,osgb1000030082319,2,00:00.0,NZ2065,61,71.6,76.1,10.6,15.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,93,Residential
9499,osgb1000030082264,2,00:00.0,NZ2065,66.3,76.4,82.2,10.1,15.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,80,Residential
9505,osgb1000030082289,6,00:00.0,NZ2065,64.3,72.9,77.8,8.6,13.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,74,Residential
9563,osgb5000005205280891,1,00:00.0,NZ2065,58.2,65.8,63.7,7.6,5.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,14,Residential
9701,osgb1000030082454,3,00:00.0,NZ2065,62.1,71.4,76.7,9.3,14.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,98,Residential
9747,osgb1000030082307,3,00:00.0,NZ2065,64.1,71.3,75.1,7.2,11,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,97,Residential
16,osgb1000030126459,4,00:00.0,NZ2560,27.5,52.1,57.4,24.6,29.9,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,369,Residential
34,osgb1000030126509,4,00:00.0,NZ2560,9.6,15.7,25,6.1,15.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,218,Residential
37,osgb1000042827405,2,00:00.0,NZ2560,7.1,16.8,18.8,9.7,11.7,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,32,Residential
59,osgb1000030126429,3,00:00.0,NZ2560,24.3,37.2,41.5,12.9,17.2,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,977,Residential
68,osgb1000030126428,4,00:00.0,NZ2560,14.1,22.5,21.7,8.4,7.6,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,97,Residential
75,osgb1000030126460,3,00:00.0,NZ2560,27.7,,32.4,,4.7,90,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,6,Residential
76,osgb1000030126442,4,00:00.0,NZ2560,13.4,25.5,27.4,12.1,14,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,21,Residential
77,osgb1000030126452,3,00:00.0,NZ2560,5.3,14.3,21.6,9,16.3,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,91,Residential
78,osgb1000030126430,2,00:00.0,NZ2560,26.3,37.9,39.5,11.6,13.2,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,48,Residential
88,osgb1000030126417,3,00:00.0,NZ2560,6,17,21.9,11,15.9,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,91,Residential
93,osgb1000030126447,4,00:00.0,NZ2560,5,14.6,23.3,9.6,18.3,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,401,Residential
119,osgb1000030126419,2,00:00.0,NZ2560,6.6,10.9,12.3,4.3,5.7,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,46,Residential
121,osgb1000030126507,4,00:00.0,NZ2560,9,18.2,24.5,9.2,15.5,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,100,Residential
123,osgb1000030126461,2,00:00.0,NZ2560,27.9,40.9,42.7,13,14.8,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,18,Residential
132,osgb1000030126441,4,00:00.0,NZ2560,16.4,25.3,26.9,8.9,10.5,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,30,Residential
138,osgb1000030126444,2,00:00.0,NZ2560,12.1,20.3,20.8,8.2,8.7,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,24,Residential
149,osgb1000030126433,2,00:00.0,NZ2560,25.1,39.8,39.9,14.7,14.8,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,1,Residential
156,osgb5000005210606911,1,00:00.0,NZ2560,21.1,37.1,37.7,16,16.6,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,5.00E+15,9,Residential
158,osgb1000030126416,2,00:00.0,NZ2560,6.8,17.3,20.6,10.5,13.8,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,95,Residential
159,osgb1000030126439,2,00:00.0,NZ2560,22.3,24.9,25.1,2.6,2.8,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,10,Residential
162,osgb5000005210606827,2,00:00.0,NZ2560,10.5,13,14.1,2.5,3.6,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,5.00E+15,76,Residential
190,osgb1000030126373,3,00:00.0,NZ2560,4.6,13.4,20,8.8,15.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,253,Residential
215,osgb1000030126465,2,00:00.0,NZ2560,24.9,32.3,32.3,7.4,7.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,4,Residential
218,osgb1000030126504,3,00:00.0,NZ2560,6.6,18.9,21,12.3,14.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,28,Residential
250,osgb1000030126448,3,00:00.0,NZ2560,5.3,17.3,22.3,12,17,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,143,Residential
262,osgb1000030126424,2,00:00.0,NZ2560,7.9,17,19.6,9.1,11.7,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,33,Residential
297,osgb1000030126594,3,00:00.0,NZ2560,4.6,17.3,21.8,12.7,17.2,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,163,Residential
302,osgb1000030126371,5,00:00.0,NZ2560,4.7,8.2,9.7,3.5,5,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,124,Residential
304,osgb1000030126510,3,00:00.0,NZ2560,9.9,21.3,23.1,11.4,13.2,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,17,Residential
315,osgb1000030126437,2,00:00.0,NZ2560,20.4,28.3,28.9,7.9,8.5,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,10,Residential
324,osgb1000030126502,3,00:00.0,NZ2560,7.7,22.8,26.1,15.1,18.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,26,Residential
325,osgb1000030126422,3,00:00.0,NZ2560,5.9,19.3,20.9,13.4,15,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,25,Residential
334,osgb1000030126508,4,00:00.0,NZ2560,9.3,23.3,29.1,14,19.8,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,154,Residential
339,osgb1000030126449,3,00:00.0,NZ2560,5.2,17.5,22.7,12.3,17.5,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,98,Residential
350,osgb1000030126418,4,00:00.0,NZ2560,5.4,16.1,21.9,10.7,16.5,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,152,Residential
351,osgb1000030126506,3,00:00.0,NZ2560,8.9,22,26.2,13.1,17.3,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,12,Residential
375,osgb1000030126426,4,00:00.0,NZ2560,7.8,22.2,26.6,14.4,18.8,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,652,Residential
388,osgb1000030126423,3,00:00.0,NZ2560,5.2,18,20.8,12.8,15.6,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,205,Residential
403,osgb5000005159143558,1,00:00.0,NZ2560,26.8,31.1,32.2,4.3,5.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,5.00E+15,3,Residential
411,osgb5000005210606738,1,00:00.0,NZ2560,10.1,12.8,15.7,2.7,5.6,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,5.00E+15,32,Residential
415,osgb1000030126372,3,00:00.0,NZ2560,4.8,13.5,21.1,8.7,16.3,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,231,Residential
423,osgb1000030126456,2,00:00.0,NZ2560,20.5,27.6,27.6,7.1,7.1,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,2,Residential
426,osgb1000030126451,4,00:00.0,NZ2560,5.3,16.7,20.6,11.4,15.3,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,310,Residential
432,osgb1000030126593,3,00:00.0,NZ2560,4.6,19.7,22.4,15.1,17.8,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,159,Residential
445,osgb1000030126505,3,00:00.0,NZ2560,8.5,18.8,26,10.3,17.5,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,92,Residential
454,osgb1000030126431,2,00:00.0,NZ2560,25.1,38.7,38.8,13.6,13.7,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,2,Residential
458,osgb5000005210606832,1,00:00.0,NZ2560,10.1,12.7,15.4,2.6,5.3,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,5.00E+15,9,Residential
464,osgb1000030126435,2,00:00.0,NZ2560,24.8,38.8,38.8,14,14,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,1,Residential
491,osgb1000030126374,3,00:00.0,NZ2560,4.4,17.1,23.3,12.7,18.9,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,193,Residential
525,osgb1000030126450,3,00:00.0,NZ2560,5.3,17,21.7,11.7,16.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,203,Residential
527,osgb1000030126503,3,00:00.0,NZ2560,6.6,16.4,23.6,9.8,17,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,218,Residential
601,osgb1000030126421,4,00:00.0,NZ2560,5.5,18.1,20.9,12.6,15.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,173,Residential
628,osgb1000030079624,6,00:00.0,NZ2560,20.9,28.1,31.8,7.2,10.9,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,343,Residential
629,osgb1000030126420,2,00:00.0,NZ2560,6.7,11.8,12.9,5.1,6.2,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,3,Residential
668,osgb1000030126432,2,00:00.0,NZ2560,25,39.2,39.4,14.2,14.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,2,Residential
696,osgb1000030126425,3,00:00.0,NZ2560,8.7,19.4,21,10.7,12.3,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,37,Residential
704,osgb1000030126440,3,00:00.0,NZ2560,21.1,26.4,27.5,5.3,6.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,7,Residential
718,osgb1000030126462,3,00:00.0,NZ2560,10.7,39.4,53.2,28.7,42.5,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,886,Residential
734,osgb1000030126415,3,00:00.0,NZ2560,6.3,18.3,21,12,14.7,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,68,Residential
