UID,area,Type
1.00E+12,56,Residential
1.00E+12,199,Residential
1.00E+12,76,Residential
1.00E+12,140,Residential
1.00E+12,71,Residential
1.00E+12,114,Residential
1.00E+12,80,Residential
1.00E+12,80,Residential
1.00E+12,55,Residential
1.00E+12,89,Residential
1.00E+12,80,Residential
1.00E+12,59,Residential
1.00E+12,83,Residential
1.00E+12,73,Residential
1.00E+12,864,Residential
1.00E+12,74,Residential
1.00E+12,173,Residential
1.00E+12,52,Residential
1.00E+12,1034,Residential
1.00E+12,48,Residential
1.00E+12,49,Residential
1.00E+15,49,Residential
1.00E+12,89,Residential
1.00E+12,92,Residential
1.00E+12,118,Residential
1.00E+12,78,Residential
1.00E+12,54,Residential
1.00E+12,64,Residential
1.00E+12,88,Residential
1.00E+12,68,Residential
1.00E+12,52,Residential
1.00E+12,69,Residential
1.00E+12,57,Residential
1.00E+12,3,Residential
1.00E+12,75,Residential
1.00E+12,70,Residential
1.00E+12,50,Residential
1.00E+12,70,Residential
1.00E+12,74,Residential
1.00E+12,164,Residential
1.00E+12,68,Residential
1.00E+12,39,Residential
1.00E+12,17,Residential
1.00E+12,73,Residential
1.00E+12,70,Residential
1.00E+12,56,Residential
1.00E+12,77,Residential
1.00E+12,75,Residential
1.00E+12,62,Residential
1.00E+12,65,Residential
1.00E+12,47,Residential
1.00E+12,20,Residential
1.00E+12,63,Residential
1.00E+12,69,Residential
1.00E+12,53,Residential
1.00E+12,77,Residential
1.00E+12,62,Residential
1.00E+12,228,Residential
1.00E+12,69,Residential
1.00E+12,71,Residential
1.00E+12,67,Residential
1.00E+12,70,Residential
1.00E+12,64,Residential
1.00E+12,58,Residential
1.00E+12,66,Residential
1.00E+12,60,Residential
1.00E+12,68,Residential
1.00E+12,63,Residential
1.00E+12,83,Residential
1.00E+12,73,Residential
1.00E+12,65,Residential
1.00E+12,112,Residential
1.00E+12,66,Residential
1.00E+12,60,Residential
1.00E+12,62,Residential
1.00E+12,101,Residential
1.00E+12,32,Residential
1.00E+12,67,Residential
1.00E+12,51,Residential
1.00E+12,66,Residential
1.00E+12,69,Residential
1.00E+12,64,Residential
1.00E+12,62,Residential
1.00E+12,64,Residential
1.00E+12,122,Residential
1.00E+12,66,Residential
1.00E+12,27,Residential
1.00E+12,71,Residential
1.00E+12,62,Residential
1.00E+12,24,Residential
1.00E+12,46,Residential
1.00E+12,74,Residential
1.00E+12,62,Residential
1.00E+12,72,Residential
1.00E+12,68,Residential
1.00E+12,95,Residential
1.00E+12,99,Residential
1.00E+12,64,Residential
1.00E+12,95,Residential
1.00E+12,103,Residential
1.00E+12,89,Residential
1.00E+12,106,Residential
1.00E+12,73,Residential
1.00E+12,87,Residential
1.00E+12,73,Residential
1.00E+12,83,Residential
1.00E+12,133,Residential
1.00E+12,51,Residential
1.00E+12,104,Residential
1.00E+12,72,Residential
1.00E+12,134,Residential
1.00E+12,94,Residential
1.00E+12,95,Residential
1.00E+12,96,Residential
5.00E+15,245,Residential
1.00E+12,64,Residential
1.00E+12,95,Residential
1.00E+12,103,Residential
1.00E+12,96,Residential
1.00E+12,96,Residential
1.00E+12,94,Residential
1.00E+12,97,Residential
1.00E+12,98,Residential
1.00E+12,152,Residential
1.00E+12,29,Residential
1.00E+12,125,Residential
1.00E+12,92,Residential
1.00E+12,94,Residential
1.00E+12,97,Residential
1.00E+15,127,Residential
1.00E+12,94,Residential
1.00E+12,158,Residential
1.00E+12,96,Residential
1.00E+12,206,Residential
1.00E+12,100,Residential
1.00E+12,168,Residential
1.00E+12,96,Residential
1.00E+12,92,Residential
5.00E+15,55,Residential
1.00E+12,17,Residential
1.00E+12,201,Residential
1.00E+12,81,Residential
1.00E+12,24,Residential
1.00E+12,35,Residential
5.00E+15,15,Residential
1.00E+12,156,Residential
5.00E+15,17,Residential
1.00E+12,121,Residential
5.00E+15,16,Residential
1.00E+12,109,Residential
1.00E+12,152,Residential
5.00E+15,17,Residential
5.00E+15,68,Residential
1.00E+12,129,Residential
1.00E+12,74,Residential
1.00E+12,152,Residential
1.00E+12,54,Residential
1.00E+12,99,Residential
5.00E+15,29,Residential
1.00E+12,130,Residential
1.00E+12,93,Residential
1.00E+12,80,Residential
5.00E+15,149,Residential
1.00E+12,262,Residential
5.00E+15,150,Residential
1.00E+12,134,Retail
1.00E+12,129,Retail
1.00E+12,77,Retail
1.00E+12,88,Retail
1.00E+12,103,Retail
1.00E+12,89,Retail
1.00E+12,80,Retail
1.00E+12,130,Retail
1.00E+12,84,Retail
1.00E+12,72,Retail
1.00E+12,108,Retail
1.00E+12,84,Residential
1.00E+12,1740,Residential
1.00E+12,81,Residential
1.00E+12,7,Residential
1.00E+12,6,Residential
1.00E+15,8,Residential
1.00E+12,68,Residential
1.00E+12,237,Residential
1.00E+12,70,Residential
1.00E+12,1006,Residential
1.00E+12,80,Residential
1.00E+12,109,Residential
1.00E+12,262,Residential
1.00E+15,4,Residential
1.00E+12,414,Residential
1.00E+12,189,Residential
1.00E+12,23,Residential
1.00E+12,204,Residential
1.00E+12,559,Residential
1.00E+12,48,Residential
1.00E+12,594,Residential
1.00E+12,106,Residential
1.00E+12,52,Residential
1.00E+12,3,Residential
1.00E+12,18,Residential
1.00E+12,30,Residential
1.00E+12,49,Residential
1.00E+12,150,Residential
5.00E+15,17,Residential
1.00E+12,74,Residential
1.00E+12,635,Residential
1.00E+12,711,Residential
1.00E+12,298,Residential
1.00E+12,558,Residential
1.00E+12,10,Residential
1.00E+12,3,Residential
1.00E+12,31,Residential
1.00E+12,136,Residential
1.00E+12,104,Residential
1.00E+12,627,Residential
5.00E+15,103,Residential
1.00E+12,143,Residential
1.00E+12,2,Residential
5.00E+15,35,Residential
1.00E+12,41,Residential
1.00E+12,170,Residential
1.00E+12,163,Residential
1.00E+12,2,Residential
1.00E+12,584,Residential
1.00E+12,190,Residential
5.00E+15,651,Residential
1.00E+12,183,Residential
5.00E+15,12,Residential
5.00E+15,5,Residential
1.00E+12,15,Residential
1.00E+12,125,Residential
1.00E+12,62,Residential
5.00E+15,6,Residential
1.00E+12,215,Residential
1.00E+15,4,Residential
5.00E+15,390,Residential
1.00E+15,1,Residential
5.00E+15,1333,Residential
1.00E+12,727,Residential
1.00E+12,27,Residential
1.00E+12,184,Residential
1.00E+15,13,Residential
1.00E+12,60,Residential
1.00E+12,59,Residential
1.00E+12,14,Residential
1.00E+12,173,Residential
1.00E+12,295,Residential
1.00E+12,26,Residential
1.00E+12,15,Residential
5.00E+15,8,Residential
1.00E+12,53,Residential
1.00E+12,66,Residential
1.00E+12,59,Residential
1.00E+12,304,Residential
1.00E+12,3,Residential
1.00E+12,58,Residential
1.00E+12,201,Residential
1.00E+12,498,Residential
1.00E+12,172,Residential
1.00E+12,35,Residential
1.00E+15,15,Residential
1.00E+12,15,Residential
1.00E+12,93,Residential
1.00E+12,14,Residential
1.00E+12,160,Residential
1.00E+12,734,Residential
1.00E+12,181,Residential
1.00E+12,494,Residential
1.00E+12,137,Residential
1.00E+12,153,Residential
1.00E+15,8,Residential
1.00E+12,75,Residential
5.00E+15,470,Residential
1.00E+12,172,Residential
1.00E+12,70,Residential
1.00E+12,15,Residential
5.00E+15,5,Residential
1.00E+12,76,Residential
1.00E+12,59,Residential
1.00E+12,205,Residential
5.00E+15,5,Residential
1.00E+12,64,Residential
1.00E+12,75,Residential
1.00E+12,16,Residential
1.00E+12,160,Residential
5.00E+15,928,Residential
5.00E+15,107,Residential
1.00E+12,61,Residential
1.00E+12,3,Residential
1.00E+12,516,Residential
1.00E+12,3,Residential
5.00E+15,4,Residential
1.00E+12,61,Residential
1.00E+12,306,Residential
1.00E+12,125,Residential
5.00E+15,17,Residential
1.00E+12,96,Residential
1.00E+12,15,Residential
5.00E+15,11,Residential
1.00E+12,285,Residential
5.00E+15,5,Residential
5.00E+15,26,Residential
1.00E+12,516,Residential
1.00E+12,69,Residential
1.00E+12,4,Residential
1.00E+12,63,Residential
1.00E+12,104,Residential
1.00E+12,62,Residential
1.00E+12,438,Residential
5.00E+15,456,Residential
5.00E+15,214,Residential
5.00E+15,44,Residential
5.00E+15,1270,Residential
1.00E+12,111,Residential
1.00E+12,15,Residential
1.00E+12,138,Residential
5.00E+15,11,Residential
1.00E+12,151,Residential
5.00E+15,465,Residential
1.00E+12,59,Residential
1.00E+12,249,Residential
1.00E+12,27,Residential
1.00E+12,67,Residential
1.00E+12,76,Residential
1.00E+12,9,Residential
1.00E+12,63,Residential
1.00E+12,837,Residential
5.00E+15,30,Residential
1.00E+12,50,Residential
1.00E+15,472,Residential
1.00E+12,15,Residential
1.00E+15,1,Residential
1.00E+12,223,Residential
1.00E+12,198,Residential
1.00E+12,60,Residential
1.00E+12,78,Residential
1.00E+12,9,Residential
5.00E+15,6,Residential
5.00E+15,1962,Residential
1.00E+12,74,Residential
5.00E+15,446,Residential
1.00E+12,269,Residential
1.00E+12,847,Public Buildings
1.00E+12,44,Residential
1.00E+12,77,Residential
1.00E+12,53,Residential
1.00E+12,47,Residential
1.00E+12,65,Residential
5.00E+15,1598,Residential
1.00E+12,46,Residential
1.00E+15,27,Residential
1.00E+12,22,Residential
1.00E+15,26,Residential
1.00E+12,28,Residential
1.00E+12,170,Residential
1.00E+12,37,Residential
5.00E+15,93,Residential
1.00E+12,75,Residential
1.00E+12,47,Residential
1.00E+12,75,Residential
1.00E+12,37,Residential
1.00E+15,18,Residential
1.00E+12,25,Public Buildings
1.00E+12,65,Residential
1.00E+12,35,Residential
1.00E+12,40,Residential
1.00E+12,38,Residential
1.00E+12,46,Residential
1.00E+15,835,Residential
1.00E+12,344,Residential
1.00E+15,14,Residential
1.00E+12,90,Residential
1.00E+12,71,Residential
1.00E+12,35,Residential
1.00E+12,83,Residential
1.00E+12,12,Residential
1.00E+12,774,Residential
1.00E+12,30,Residential
1.00E+12,62,Residential
1.00E+12,44,Residential
1.00E+12,32,Residential
1.00E+12,41,Residential
1.00E+12,43,Residential
1.00E+12,68,Residential
1.00E+12,41,Residential
1.00E+12,82,Residential
1.00E+12,3,Residential
1.00E+12,31,Residential
1.00E+12,41,Residential
1.00E+12,31,Residential
1.00E+12,64,Residential
1.00E+15,60,Residential
1.00E+12,57,Residential
1.00E+12,80,Residential
1.00E+12,109,Residential
1.00E+12,1120,Residential
1.00E+12,199,Residential
1.00E+12,28,Residential
5.00E+15,1388,Residential
1.00E+12,3,Residential
1.00E+12,24,Residential
1.00E+12,265,Public Buildings
1.00E+12,48,Residential
5.00E+15,23,Residential
1.00E+12,76,Residential
1.00E+12,587,Residential
1.00E+12,52,Residential
1.00E+12,30,Residential
5.00E+15,10,Residential
1.00E+12,31,Residential
1.00E+12,2,Residential
1.00E+12,33,Residential
1.00E+12,31,Residential
1.00E+12,37,Residential
1.00E+12,30,Residential
1.00E+12,26,Residential
1.00E+12,31,Residential
1.00E+12,11,Residential
1.00E+12,58,Residential
1.00E+12,31,Residential
1.00E+12,64,Residential
1.00E+12,32,Residential
1.00E+12,4,Residential
1.00E+12,11,Residential
1.00E+12,29,Residential
1.00E+12,32,Residential
1.00E+12,32,Residential
1.00E+12,39,Residential
1.00E+12,4,Residential
1.00E+12,31,Residential
1.00E+12,138,Residential
1.00E+12,4,Residential
1.00E+12,24,Residential
1.00E+12,32,Residential
1.00E+12,7,Residential
1.00E+12,25,Residential
1.00E+12,25,Residential
1.00E+12,28,Residential
1.00E+12,26,Residential
1.00E+12,209,Residential
1.00E+12,28,Residential
1.00E+12,8,Residential
1.00E+12,24,Residential
1.00E+12,46,Residential
1.00E+12,30,Residential
1.00E+12,29,Residential
1.00E+12,56,Residential
1.00E+12,29,Residential
1.00E+12,41,Residential
1.00E+12,2,Residential
1.00E+12,28,Residential
1.00E+12,31,Residential
1.00E+12,30,Residential
1.00E+12,76,Residential
1.00E+12,30,Residential
1.00E+12,29,Residential
1.00E+12,29,Residential
1.00E+12,50,Residential
5.00E+15,15,Residential
1.00E+12,14,Residential
1.00E+12,40,Residential
1.00E+12,32,Residential
1.00E+12,32,Residential
1.00E+12,29,Residential
1.00E+12,62,Residential
1.00E+12,34,Residential
1.00E+12,131,Residential
1.00E+12,33,Residential
1.00E+12,25,Residential
1.00E+12,25,Residential
1.00E+12,42,Residential
1.00E+12,31,Residential
1.00E+12,37,Residential
1.00E+12,34,Residential
1.00E+12,31,Residential
1.00E+12,26,Residential
1.00E+12,30,Residential
5.00E+15,5,Residential
1.00E+12,57,Residential
1.00E+12,9,Residential
1.00E+12,9,Residential
1.00E+12,53,Residential
1.00E+12,25,Residential
1.00E+12,27,Residential
1.00E+12,44,Residential
1.00E+12,26,Residential
1.00E+12,82,Residential
1.00E+12,7,Residential
1.00E+12,7,Residential
1.00E+12,139,Residential
1.00E+12,883,Residential
1.00E+12,108,Residential
1.00E+12,94,Residential
1.00E+15,53,Residential
1.00E+12,91,Residential
1.00E+15,46,Residential
1.00E+12,111,Residential
1.00E+12,92,Residential
1.00E+12,489,Residential
1.00E+15,53,Residential
1.00E+15,48,Residential
1.00E+12,122,Residential
1.00E+15,52,Residential
1.00E+12,92,Residential
1.00E+15,42,Residential
1.00E+15,52,Residential
1.00E+12,112,Residential
1.00E+15,57,Residential
1.00E+15,49,Residential
1.00E+12,97,Residential
1.00E+12,112,Residential
1.00E+15,57,Residential
1.00E+12,106,Residential
1.00E+15,48,Residential
1.00E+12,104,Residential
1.00E+12,78,Residential
1.00E+12,112,Residential
1.00E+12,108,Residential
1.00E+15,52,Residential
1.00E+12,110,Residential
1.00E+15,51,Residential
1.00E+12,110,Residential
1.00E+15,72,Residential
1.00E+12,89,Residential
1.00E+12,81,Residential
1.00E+12,308,Residential
5.00E+15,13,Residential
1.00E+12,98,Residential
1.00E+12,88,Residential
1.00E+12,94,Residential
1.00E+12,5,Residential
1.00E+12,82,Residential
1.00E+12,60,Residential
1.00E+12,87,Residential
1.00E+12,87,Residential
1.00E+12,107,Residential
1.00E+12,5,Residential
1.00E+12,82,Residential
5.00E+15,67,Residential
5.00E+15,25,Residential
1.00E+12,150,Residential
1.00E+12,80,Residential
1.00E+12,1073,Residential
1.00E+12,310,Residential
1.00E+12,184,Residential
5.00E+15,5,Residential
1.00E+12,100,Residential
1.00E+12,1073,Residential
1.00E+15,9,Residential
1.00E+12,16,Residential
1.00E+15,9,Residential
1.00E+12,3490,Residential
5.00E+15,19,Residential
1.00E+12,65,Residential
5.00E+15,18,Residential
1.00E+12,59,Residential
5.00E+15,12,Residential
1.00E+12,61,Residential
1.00E+12,59,Residential
1.00E+12,59,Residential
5.00E+15,35,Residential
1.00E+12,48,Residential
1.00E+12,46,Residential
1.00E+12,31,Residential
1.00E+12,55,Residential
1.00E+12,56,Residential
5.00E+15,33,Residential
1.00E+12,68,Residential
1.00E+12,47,Residential
1.00E+12,70,Residential
1.00E+12,47,Residential
1.00E+12,69,Residential
1.00E+12,70,Residential
1.00E+12,81,Residential
1.00E+12,69,Residential
1.00E+12,81,Residential
1.00E+12,66,Residential
1.00E+12,61,Residential
1.00E+12,84,Residential
1.00E+12,107,Residential
1.00E+12,78,Residential
1.00E+12,88,Residential
1.00E+12,78,Residential
1.00E+12,84,Residential
1.00E+12,84,Residential
5.00E+15,18,Residential
5.00E+15,16,Residential
1.00E+12,75,Residential
1.00E+12,83,Residential
1.00E+12,68,Residential
1.00E+12,68,Residential
1.00E+12,56,Residential
1.00E+12,58,Residential
1.00E+12,72,Residential
1.00E+12,102,Residential
1.00E+12,54,Residential
1.00E+12,58,Residential
1.00E+12,69,Residential
1.00E+12,71,Residential
5.00E+15,17,Residential
1.00E+12,74,Residential
1.00E+12,84,Residential
1.00E+12,82,Residential
1.00E+12,85,Residential
1.00E+12,2,Residential
1.00E+12,70,Residential
1.00E+12,83,Residential
1.00E+12,49,Residential
1.00E+12,60,Residential
1.00E+12,85,Residential
1.00E+12,66,Residential
1.00E+12,76,Residential
1.00E+12,81,Residential
1.00E+12,83,Residential
1.00E+12,86,Residential
1.00E+12,74,Residential
1.00E+12,57,Residential
1.00E+12,84,Residential
1.00E+12,92,Residential
1.00E+12,81,Residential
1.00E+12,65,Residential
1.00E+12,85,Residential
5.00E+15,30,Residential
1.00E+12,111,Residential
1.00E+12,95,Residential
5.00E+15,19,Residential
1.00E+12,65,Residential
1.00E+12,48,Residential
1.00E+12,74,Residential
1.00E+12,85,Residential
1.00E+12,84,Residential
1.00E+12,63,Residential
1.00E+12,82,Residential
1.00E+12,132,Residential
1.00E+12,72,Residential
1.00E+12,87,Residential
1.00E+12,58,Residential
1.00E+12,61,Residential
1.00E+12,80,Residential
1.00E+12,111,Residential
1.00E+12,78,Residential
1.00E+12,82,Residential
1.00E+12,79,Residential
1.00E+12,62,Residential
1.00E+12,84,Residential
1.00E+12,82,Residential
1.00E+12,28,Residential
1.00E+12,59,Residential
1.00E+12,85,Residential
1.00E+12,87,Residential
1.00E+12,69,Residential
1.00E+12,63,Residential
1.00E+12,88,Residential
1.00E+12,78,Residential
1.00E+12,60,Residential
1.00E+12,84,Residential
5.00E+15,9,Residential
1.00E+12,84,Residential
1.00E+12,83,Residential
1.00E+12,87,Residential
1.00E+12,96,Residential
1.00E+12,74,Residential
1.00E+12,58,Residential
1.00E+12,85,Residential
1.00E+12,68,Residential
1.00E+12,97,Residential
1.00E+12,68,Residential
1.00E+12,84,Residential
1.00E+12,79,Residential
1.00E+12,62,Residential
1.00E+12,79,Residential
1.00E+12,72,Residential
1.00E+12,86,Residential
1.00E+12,88,Residential
1.00E+12,63,Residential
1.00E+12,84,Residential
1.00E+12,60,Residential
1.00E+12,108,Residential
1.00E+12,78,Residential
1.00E+12,71,Residential
1.00E+12,64,Residential
1.00E+12,87,Residential
1.00E+12,86,Residential
1.00E+12,67,Residential
1.00E+12,82,Residential
1.00E+12,82,Residential
1.00E+12,68,Residential
1.00E+12,62,Residential
1.00E+12,74,Residential
1.00E+12,80,Residential
5.00E+15,9,Residential
1.00E+12,69,Residential
1.00E+12,67,Residential
1.00E+12,76,Residential
1.00E+12,86,Residential
1.00E+12,63,Residential
1.00E+12,83,Residential
1.00E+12,50,Residential
1.00E+12,68,Residential
1.00E+12,85,Residential
1.00E+12,66,Residential
1.00E+12,72,Residential
1.00E+12,87,Residential
5.00E+15,14,Residential
1.00E+12,76,Residential
1.00E+12,91,Residential
1.00E+12,100,Residential
1.00E+12,71,Residential
1.00E+12,71,Residential
5.00E+15,15,Residential
1.00E+12,77,Residential
1.00E+12,75,Residential
1.00E+12,61,Residential
1.00E+12,73,Residential
1.00E+12,87,Residential
1.00E+12,80,Residential
1.00E+12,89,Residential
1.00E+12,104,Residential
1.00E+12,65,Residential
1.00E+12,58,Residential
1.00E+12,56,Residential
1.00E+12,90,Residential
1.00E+12,85,Residential
1.00E+12,84,Residential
1.00E+12,62,Residential
1.00E+12,77,Residential
1.00E+12,70,Residential
1.00E+12,61,Residential
1.00E+12,79,Residential
1.00E+12,68,Residential
1.00E+12,55,Residential
1.00E+12,65,Residential
1.00E+12,56,Residential
1.00E+12,90,Residential
1.00E+12,83,Residential
1.00E+12,96,Residential
1.00E+12,94,Residential
1.00E+12,62,Residential
1.00E+12,34,Residential
1.00E+12,70,Residential
1.00E+12,94,Residential
1.00E+12,81,Residential
1.00E+12,81,Residential
1.00E+12,85,Residential
1.00E+12,91,Residential
1.00E+12,84,Residential
1.00E+12,80,Residential
1.00E+12,75,Residential
1.00E+12,24,Residential
1.00E+12,61,Residential
1.00E+12,89,Residential
1.00E+12,99,Residential
1.00E+12,59,Residential
1.00E+12,66,Residential
1.00E+12,12,Residential
1.00E+12,82,Residential
1.00E+12,84,Residential
1.00E+12,73,Residential
1.00E+12,56,Residential
1.00E+12,64,Residential
1.00E+12,98,Residential
5.00E+15,7,Residential
1.00E+12,73,Residential
1.00E+12,78,Residential
1.00E+12,82,Residential
1.00E+12,82,Residential
5.00E+15,4,Residential
1.00E+12,87,Residential
1.00E+12,81,Residential
1.00E+12,6,Residential
1.00E+12,31,Residential
1.00E+12,95,Residential
1.00E+12,80,Residential
5.00E+15,12,Residential
1.00E+12,103,Residential
1.00E+12,89,Residential
1.00E+12,50,Residential
1.00E+12,85,Residential
1.00E+12,87,Residential
1.00E+12,91,Residential
1.00E+12,81,Residential
1.00E+12,80,Residential
5.00E+15,24,Residential
5.00E+15,11,Residential
1.00E+12,101,Residential
1.00E+12,108,Residential
1.00E+12,73,Residential
1.00E+12,112,Residential
1.00E+12,69,Residential
1.00E+12,63,Residential
1.00E+12,160,Residential
1.00E+12,1,Residential
1.00E+12,72,Residential
1.00E+12,68,Residential
1.00E+12,86,Residential
1.00E+12,50,Residential
1.00E+12,81,Residential
1.00E+12,83,Residential
1.00E+12,78,Residential
1.00E+12,77,Residential
1.00E+12,64,Residential
1.00E+12,76,Residential
1.00E+12,6,Residential
1.00E+12,83,Residential
1.00E+12,69,Residential
1.00E+12,54,Residential
1.00E+12,388,Residential
1.00E+12,82,Residential
1.00E+12,89,Residential
1.00E+12,58,Residential
1.00E+12,83,Residential
1.00E+12,64,Residential
1.00E+12,63,Residential
1.00E+12,84,Residential
1.00E+12,77,Residential
1.00E+12,76,Residential
1.00E+12,101,Residential
1.00E+12,88,Residential
1.00E+12,84,Residential
5.00E+15,8,Residential
1.00E+12,63,Residential
1.00E+12,103,Residential
1.00E+12,68,Residential
1.00E+12,67,Residential
1.00E+12,86,Residential
1.00E+12,63,Residential
1.00E+12,89,Residential
5.00E+15,11,Residential
1.00E+12,76,Residential
1.00E+12,28,Residential
5.00E+15,16,Residential
1.00E+12,53,Residential
1.00E+12,70,Residential
1.00E+12,86,Residential
1.00E+12,80,Residential
1.00E+12,85,Residential
1.00E+12,60,Residential
1.00E+12,66,Residential
1.00E+12,70,Residential
1.00E+12,81,Residential
1.00E+12,78,Residential
1.00E+12,65,Residential
1.00E+12,56,Residential
1.00E+12,71,Residential
1.00E+12,84,Residential
1.00E+12,85,Residential
1.00E+12,62,Residential
1.00E+12,83,Residential
1.00E+12,67,Residential
1.00E+12,71,Residential
1.00E+12,97,Residential
1.00E+12,66,Residential
1.00E+12,105,Residential
1.00E+12,84,Residential
1.00E+12,72,Residential
1.00E+12,72,Residential
1.00E+12,94,Residential
1.00E+12,76,Residential
1.00E+12,84,Residential
1.00E+12,55,Residential
1.00E+12,61,Residential
1.00E+12,96,Residential
1.00E+12,80,Residential
1.00E+12,65,Residential
1.00E+12,72,Residential
1.00E+12,60,Residential
1.00E+12,83,Residential
1.00E+12,76,Residential
1.00E+12,79,Residential
1.00E+12,87,Residential
1.00E+12,79,Residential
1.00E+12,69,Residential
1.00E+12,4,Residential
1.00E+12,81,Residential
1.00E+12,76,Residential
1.00E+12,94,Residential
1.00E+12,74,Residential
1.00E+12,77,Residential
1.00E+12,80,Residential
1.00E+12,79,Residential
1.00E+12,53,Residential
1.00E+12,85,Residential
1.00E+12,88,Residential
1.00E+12,85,Residential
1.00E+12,74,Residential
1.00E+12,53,Residential
1.00E+12,50,Residential
1.00E+12,78,Residential
1.00E+12,77,Residential
1.00E+12,78,Residential
1.00E+12,17,Residential
1.00E+12,84,Residential
1.00E+12,84,Residential
1.00E+12,12,Residential
1.00E+12,106,Residential
1.00E+12,64,Residential
1.00E+12,83,Residential
1.00E+12,66,Residential
1.00E+12,207,Residential
1.00E+12,65,Residential
1.00E+12,66,Residential
1.00E+12,76,Residential
1.00E+12,89,Residential
1.00E+12,20,Residential
1.00E+12,86,Residential
1.00E+12,77,Residential
1.00E+12,84,Residential
1.00E+12,55,Residential
1.00E+12,84,Residential
1.00E+12,66,Residential
1.00E+12,32,Residential
1.00E+12,82,Residential
1.00E+12,60,Residential
1.00E+12,113,Residential
1.00E+12,81,Residential
1.00E+12,55,Residential
1.00E+12,64,Residential
1.00E+12,72,Residential
1.00E+12,86,Residential
1.00E+12,61,Residential
1.00E+12,80,Residential
1.00E+12,89,Residential
1.00E+12,68,Residential
1.00E+12,67,Residential
1.00E+12,73,Residential
1.00E+12,93,Residential
1.00E+12,81,Residential
1.00E+12,85,Residential
1.00E+12,82,Residential
1.00E+12,83,Residential
1.00E+12,83,Residential
1.00E+12,73,Residential
1.00E+12,84,Residential
1.00E+12,82,Residential
1.00E+12,71,Residential
1.00E+12,64,Residential
1.00E+12,58,Residential
1.00E+12,84,Residential
1.00E+12,82,Residential
1.00E+12,80,Residential
1.00E+12,66,Residential
1.00E+12,87,Residential
1.00E+12,94,Residential
1.00E+12,87,Residential
5.00E+15,10,Residential
1.00E+12,109,Residential
1.00E+12,85,Residential
1.00E+12,86,Residential
5.00E+15,6,Residential
1.00E+12,68,Residential
1.00E+12,63,Residential
1.00E+12,57,Residential
1.00E+12,69,Residential
1.00E+12,86,Residential
1.00E+12,84,Residential
1.00E+12,60,Residential
1.00E+12,101,Residential
1.00E+12,75,Residential
1.00E+12,84,Residential
1.00E+12,76,Residential
1.00E+12,70,Residential
5.00E+15,13,Residential
1.00E+12,86,Residential
1.00E+12,90,Residential
1.00E+12,68,Residential
1.00E+12,65,Residential
1.00E+12,87,Residential
1.00E+12,59,Residential
1.00E+12,94,Residential
1.00E+12,5,Residential
5.00E+15,17,Residential
1.00E+12,74,Residential
1.00E+12,58,Residential
1.00E+12,75,Residential
1.00E+12,33,Residential
1.00E+12,64,Residential
1.00E+12,18,Residential
1.00E+12,81,Residential
1.00E+12,85,Residential
1.00E+12,77,Residential
1.00E+12,60,Residential
1.00E+12,53,Residential
1.00E+12,80,Residential
1.00E+12,83,Residential
1.00E+12,64,Residential
1.00E+12,86,Residential
1.00E+12,57,Residential
1.00E+12,71,Residential
1.00E+12,69,Residential
1.00E+12,86,Residential
1.00E+12,92,Residential
1.00E+12,89,Residential
1.00E+12,84,Residential
1.00E+12,80,Residential
1.00E+12,72,Residential
1.00E+12,82,Residential
1.00E+12,14,Residential
1.00E+12,97,Residential
1.00E+12,75,Residential
1.00E+12,81,Residential
1.00E+12,88,Residential
1.00E+12,95,Residential
1.00E+12,88,Residential
1.00E+12,88,Residential
1.00E+12,67,Residential
1.00E+12,88,Residential
1.00E+12,70,Residential
1.00E+12,76,Residential
1.00E+12,77,Residential
1.00E+12,52,Residential
1.00E+12,79,Residential
1.00E+12,115,Residential
1.00E+12,71,Residential
1.00E+12,3,Residential
1.00E+12,75,Residential
1.00E+12,80,Residential
1.00E+12,80,Residential
1.00E+12,85,Residential
1.00E+12,71,Residential
1.00E+12,87,Residential
1.00E+12,98,Residential
1.00E+12,121,Residential
1.00E+12,61,Residential
1.00E+12,67,Residential
1.00E+12,70,Residential
1.00E+12,119,Residential
1.00E+12,83,Residential
1.00E+12,65,Residential
1.00E+12,96,Residential
1.00E+12,66,Residential
1.00E+12,63,Residential
1.00E+12,68,Residential
1.00E+12,69,Residential
1.00E+12,84,Residential
1.00E+12,71,Residential
1.00E+12,85,Residential
1.00E+12,77,Residential
1.00E+12,54,Residential
1.00E+12,69,Residential
1.00E+12,85,Residential
1.00E+12,85,Residential
1.00E+12,67,Residential
1.00E+12,55,Residential
1.00E+12,62,Residential
1.00E+12,62,Residential
1.00E+12,86,Residential
1.00E+12,74,Residential
1.00E+12,82,Residential
1.00E+12,84,Residential
1.00E+12,66,Residential
1.00E+12,93,Residential
1.00E+12,117,Residential
1.00E+12,100,Residential
1.00E+12,85,Residential
1.00E+12,75,Residential
1.00E+12,77,Residential
1.00E+12,84,Residential
1.00E+12,86,Residential
1.00E+12,95,Residential
1.00E+12,84,Residential
1.00E+12,73,Residential
1.00E+12,61,Residential
1.00E+12,63,Residential
1.00E+12,88,Residential
1.00E+12,80,Residential
1.00E+12,82,Residential
1.00E+12,80,Residential
1.00E+12,80,Residential
1.00E+12,88,Residential
1.00E+12,84,Residential
1.00E+12,79,Residential
1.00E+12,67,Residential
1.00E+12,79,Residential
